iteration = 46 , objective = -1.70257576732, inputs = [1.2767629658656712, 1.0001852227048666, 1.0628824961439594, 0.9678754334296559, 1.200199454284066, 1.1677806890713414, 1.0981158068893726, 1.4517229045273146, 1.027040650068469, 1.0303827036103899, 0.9017591931106272, 0.8009708606497488, 0.8551163168300252], constraints = [665.64294507589977, 1.0, -1.0, 1.0, -1.0, 0.0, 0.17531378123225677, -4.8618002337818762, 0.73215261131029397, -154.56859512661799, 148.29908513694329]
iteration = 47 , objective = -1.70283415321, inputs = [1.2767629658656712, 1.0001852227048666, 1.0623824961439594, 0.9683754334296558, 1.200199454284066, 1.1677806890713414, 1.0981158068893726, 1.4517229045273146, 1.027040650068469, 1.0303827036103899, 0.9017591931106272, 0.8009708606497488, 0.8551163168300252], constraints = [663.29685497501873, 1.0, 2.0, 1.0, 2.0, 0.0, 0.17571477850294251, -5.4313823137554538, 0.73215261131029397, -163.16350012326805, 138.87091877261801]
iteration = 48 , objective = -1.70275519848, inputs = [1.2767629658656712, 1.0001852227048666, 1.0623824961439594, 0.9678754334296559, 1.2006994542840659, 1.1677806890713414, 1.0981158068893726, 1.4517229045273146, 1.027040650068469, 1.0303827036103899, 0.9017591931106272, 0.8009708606497488, 0.8551163168300252], constraints = [666.06752701291452, 1.0, -1.0, 1.0, -1.0, 0.0, 0.16357994923479913, -4.8618002337818762, 0.73245762420156668, -154.56859512661799, 148.29908513694329]
iteration = 49 , objective = -1.70262941882, inputs = [1.2767629658656712, 1.0001852227048666, 1.0623824961439594, 0.9678754334296559, 1.200199454284066, 1.1682806890713413, 1.0981158068893726, 1.4517229045273146, 1.027040650068469, 1.0303827036103899, 0.9017591931106272, 0.8009708606497488, 0.8551163168300252], constraints = [664.18807307990289, 1.0, -1.0, 1.0, -1.0, 0.0, 0.17531378123225677, -4.8618002337818762, 0.73215261131029397, -154.56859512661799, 148.29908513694329]
iteration = 50 , objective = -1.70247283955, inputs = [1.2767629658656712, 1.0001852227048666, 1.0623824961439594, 0.9678754334296559, 1.200199454284066, 1.1677806890713414, 1.0986158068893725, 1.4517229045273146, 1.027040650068469, 1.0303827036103899, 0.9017591931106272, 0.8009708606497488, 0.8551163168300252], constraints = [664.64467179499263, 1.0, 2.0, 1.0, 2.0, 0.0, 0.17531449418967077, -4.817437865207312, 0.73215261131029397, -153.15691756915996, 141.17930479353296]
iteration = 51 , objective = -1.7030531796, inputs = [1.2767629658656712, 1.0001852227048666, 1.0623824961439594, 0.9678754334296559, 1.200199454284066, 1.1677806890713414, 1.0981158068893726, 1.4522229045273145, 1.027040650068469, 1.0303827036103899, 0.9017591931106272, 0.8009708606497488, 0.8551163168300252], constraints = [663.66285207780538, 1.0, 2.0, 1.0, 2.0, 0.0, 0.16130443289737326, -4.8786137417784978, 0.73215261131029397, -155.10313792665534, 143.61355227730292]
iteration = 52 , objective = -1.70255157374, inputs = [1.2767629658656712, 1.0001852227048666, 1.0623824961439594, 0.9678754334296559, 1.200199454284066, 1.1677806890713414, 1.0981158068893726, 1.4517229045273146, 1.027540650068469, 1.0303827036103899, 0.9017591931106272, 0.8009708606497488, 0.8551163168300252], constraints = [666.54181764661416, 1.0, -1.0, 1.0, -1.0, 0.0, 0.16158227320022331, -4.8618002337818762, 0.73215261131029397, -154.56859512661799, 148.29908513694329]
iteration = 53 , objective = -1.70250818683, inputs = [1.2767629658656712, 1.0001852227048666, 1.0623824961439594, 0.9678754334296559, 1.200199454284066, 1.1677806890713414, 1.0981158068893726, 1.4517229045273146, 1.027040650068469, 1.0308827036103898, 0.9017591931106272, 0.8009708606497488, 0.8551163168300252], constraints = [665.64841694754898, 1.0, -1.0, 1.0, -1.0, 0.0, 0.17531378123225677, -4.8618002337818762, 0.73215261131029397, -154.56859512661799, 148.29908513694329]
iteration = 54 , objective = -1.70222960656, inputs = [1.2767629658656712, 1.0001852227048666, 1.0623824961439594, 0.9678754334296559, 1.200199454284066, 1.1677806890713414, 1.0981158068893726, 1.4517229045273146, 1.027040650068469, 1.0303827036103899, 0.9022591931106273, 0.8009708606497488, 0.8551163168300252], constraints = [666.41517964527839, 1.0, -1.0, 1.0, -1.0, 0.0, 0.17532240074069047, -4.912659790132798, 0.73215261131029397, -156.18554559679598, 146.91624576525456]
iteration = 55 , objective = -1.7022239488, inputs = [1.2767629658656712, 1.0001852227048666, 1.0623824961439594, 0.9678754334296559, 1.200199454284066, 1.1677806890713414, 1.0981158068893726, 1.4517229045273146, 1.027040650068469, 1.0303827036103899, 0.9017591931106272, 0.8014708606497487, 0.8551163168300252], constraints = [666.21953205671844, 1.0, -1.0, 1.0, -1.0, 0.0, 0.15142621367632991, -4.8618002337818762, 0.73215261131029385, -154.56859512661799, 148.29908513694329]
iteration = 56 , objective = -1.70242383546, inputs = [1.2767629658656712, 1.0001852227048666, 1.0623824961439594, 0.9678754334296559, 1.200199454284066, 1.1677806890713414, 1.0981158068893726, 1.4517229045273146, 1.027040650068469, 1.0303827036103899, 0.9017591931106272, 0.8009708606497488, 0.8556163168300251], constraints = [665.7534557118363, 1.0, -1.0, 1.0, -1.0, 0.0, 0.17531378123225677, -4.8618002337818762, 0.73215261131029397, -154.56859512661799, 148.29908513694329]
